ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0070125	mitochondrial translational elongation	48/6417	86/17913	0.000118214882953835	0.00259613250020525	0.00226008740332048	MRPL1/MRPS27/MRPL33/MRPL20/MRPS12/MRPS21/MRPL4/GFM1/MRPL45/MRPL11/MRPL14/MRPS16/MRPL21/MRPL16/MRPL42/MRPL57/MRPS11/MRPL28/MRPS23/MRPS26/MRPS25/MRPL36/MRPS36/MRPS17/MRPL13/MRPL15/MRPL27/MRPL47/MRPS2/MRPL24/CHCHD1/MRPL17/MRPL51/MRPS31/MRPL46/MRPS7/MRPL19/PTCD3/MRPL35/MRPL30/MRPS6/MRPL39/MRPL40/MRPL3/MRPL18/MRPL32/MRPS28/MRPL50	48
BP	GO:0006733	oxidoreduction coenzyme metabolic process	94/6417	192/17913	0.000119562043830839	0.00260729158739882	0.00226980205093448	PRKAG2/PFKL/NUP153/NCOR1/SLC25A12/COQ8A/PFKP/OGDH/MPC2/NUP62/ENTPD5/ALDOA/POM121/PFKFB3/INSR/NUP88/NADK/NUP210/COQ8B/NMNAT1/LDHA/NUP58/PARP16/GALK1/POM121C/PGK1/HK1/H6PD/NUP93/HK2/COQ7/GPD2/COQ5/NUP107/GPI/NUP43/MLXIPL/AAAS/NDC1/ENO1/UBIAD1/PDSS1/NUP37/PNP/COQ6/ADPGK/COQ9/NUP85/RBKS/PDHB/PFKFB4/NUP205/OGT/PARP10/PFKFB2/PKM/NUP133/TPR/TIGAR/ME2/SEH1L/RANBP2/RAE1/NUP155/NADK2/NUP42/NMRK1/VCP/NUP188/NUP214/PRKAA2/PGM1/P2RX7/GPD1/TPI1/ENO2/IGF1/DERA/ENO3/RPE/NUP35/NUP50/NMNAT3/PARP9/NUP54/COQ2/PGM2/NUDT12/NT5E/MPC1/DLD/PRXL2C/PFKFB1/PDHA1	94
BP	GO:0030258	lipid modification	94/6417	192/17913	0.000119562043830839	0.00260729158739882	0.00226980205093448	PLPP1/PIP5K1C/PRKAG2/AKT1/DGKQ/LONP2/POR/DGKZ/FA2H/CPT1A/ST3GAL2/TTC7B/MLYCD/ACOXL/PI4KA/ACADL/ETFBKMT/CPT1C/DGKB/INPP5B/SPHK2/INPP5E/HADHB/ACAD10/EFR3B/PPARG/ACAD11/MTMR7/DECR2/CERK/SLC25A17/PDK4/ABCD1/GBA/INPP5F/ADIPOR2/ACACB/DGKA/HACL1/ECI2/CROT/MTMR9/PIP5K1B/ACADM/MTOR/APPL2/SPHK1/HSD17B4/BPNT1/SOAT1/ABCD3/B4GALNT1/SLC27A2/SMG1/ALOX12/IMPA2/INPP1/CPT1B/ETFDH/PIK3R1/AMACR/STARD4/AGK/FAM126A/DECR1/PIP4K2A/IRS1/TYSND1/PLPP4/DGKE/ACAA2/GCDH/PIKFYVE/CPT2/DGAT2/MTMR6/ACOX1/PIP4K2B/APOE/ETFB/MCAT/EHHADH/PIK3CA/SACM1L/CYP4V2/C1QTNF2/PLA2G7/EFR3A/IMPA1/PEX2/IMPAD1/PLPP6/MTM1/MTMR1	94
BP	GO:0042795	snRNA transcription by RNA polymerase II	41/6417	71/17913	0.000132586326768477	0.00287313368483182	0.00250123337257663	INTS1/SNAPC4/POLR2F/SRRT/RPRD2/INTS7/NABP2/INTS11/RPAP2/INTS14/INTS2/RPRD1A/POLR2B/INTS9/SNAPC3/NCBP1/NCBP2/GTF2A2/ELL3/ICE2/POLR2A/NABP1/POLR2H/ELL2/TAF11/INTS8/INTS5/SNAPC5/RPRD1B/INTS3/TAF13/POLR2G/INTS4/INTS13/GTF2F2/GTF2A1/POLR2D/ZC3H8/GTF2E1/INTS10/CDK9	41
BP	GO:0009144	purine nucleoside triphosphate metabolic process	147/6417	321/17913	0.000132677291640665	0.00287313368483182	0.00250123337257663	FAM20C/PRKAG2/PFKL/ADK/TGFB1/NUP153/NCOR1/SLC25A12/PFKP/OGDH/AK4/PARK7/NUP62/ENTPD5/ALDOA/POM121/NDUFA11/PFKFB3/INSR/GPHN/NUP88/OLA1/NDUFS1/SAMHD1/NADK/NUP210/AK2/NME7/NME4/PARP1/NMNAT1/LDHA/NUP58/GALK1/NDUFV2/AFG1L/POM121C/AK3/PGK1/HK1/NUP93/SPHK2/HK2/ATP5F1B/NUP107/GPI/ATP5PF/NUP43/SLC25A13/CTNS/MLXIPL/PARG/AAAS/ATP5F1A/SLC25A23/FIGNL1/ABCD1/NDC1/ENO1/NUDT5/UQCC3/NUP37/EFL1/ADPGK/COQ9/NUP85/NDUFA10/PFKFB4/MFN1/ENPP1/RAB23/NUP205/OGT/ATP7A/PFKFB2/NDUFS2/PKM/AK9/NUP133/TPR/ATP5IF1/ATP5PB/ATP5F1C/CDK1/PPIF/SDHAF2/HSPA8/TIGAR/DNM1L/NUDT15/DMAC2L/NDUFAF1/NME1/SEH1L/NDUFB3/DGUOK/RANBP2/ITPA/RAE1/NDUFV3/OPA1/NUP155/BEND3/NUDT1/NUP42/FXN/NDUFB6/VCP/NUP188/NUP214/PRKAA2/PINK1/GNAI3/ATP1B1/PGM1/COX15/P2RX7/GPD1/RAN/TPI1/ENO2/IGF1/NDUFB10/TEFM/ENO3/ATP5MC1/NUP35/RHOQ/ATP5MC3/MOCS3/NFS1/NUP50/NUDT16/NME6/ATP6V1A/NUP54/ATPSCKMT/NME5/MOCS2/HSPA1B/DNAJC30/DLD/NDUFA5/ATP6V1B2/PRXL2C/NDUFA8/PFKFB1	147
BP	GO:0072528	pyrimidine-containing compound biosynthetic process	32/6417	52/17913	0.000139137052234861	0.00300255826263771	0.00261390514797948	AGPAT3/UCKL1/GPAT4/NME7/NME4/CTPS2/CMPK1/ERH/SHMT1/TK1/AGPAT4/DTYMK/CDS1/TPK1/AGPAT5/DHODH/MTOR/PUDP/CTPS1/GPAM/NME1/CDS2/TAMM41/DHFR2/UMPS/LCLAT1/AGPAT1/DUT/CAD/NME6/NME5/UPRT	32
BP	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	40/6417	69/17913	0.00014197530516573	0.00305320595711077	0.00265799697159662	FBXL17/PSME4/FBXL18/PSMA1/FBXO9/PSMA6/WWTR1/CCNF/PSMC2/PSMA5/FBXO2/BTRC/PSMA3/PSMD12/PSME3/FBXL2/FBXL7/CUL1/KIF14/PSMD4/FBXL3/PSMD11/PSMD1/PSMD14/PSMD5/PSMB2/PSMB7/PSMC3/PSMC6/STYX/PSMA4/PSMC5/PSMD3/PSMC4/PSMA7/PSMD2/PSMD6/FBXO4/PSMB8/PSMB1	40
BP	GO:0090175	regulation of establishment of planar polarity	58/6417	109/17913	0.000148127010309309	0.00316884679870706	0.00275866918666288	AP2A2/CELSR1/PSME4/TIAM1/ABL1/CELSR2/CLTC/PSMA1/MAGI2/SMURF1/SAPCD2/GPC6/PSMA6/VANGL1/PSMC2/PTK7/ROR1/VANGL2/PSMA5/ARHGEF19/PSMA3/PSMD12/PSME3/SMURF2/ZNRF3/DAAM1/PRICKLE2/DAB2/PSMD4/GRHL3/FZD2/PSMD11/PSMD1/PSMD14/RYK/ANKRD6/PSMD5/PSMB2/SFRP1/PSMB7/PSMC3/FZD4/PSMC6/PSMA4/PSMC5/PSMD3/MKS1/PSMC4/PSMA7/AP2M1/PSMD2/PSMD6/PSMB8/PSMB1/FZD3/FZD6/CTHRC1/MED12	58
BP	GO:0006415	translational termination	54/6417	100/17913	0.000149479608641896	0.00316884679870706	0.00275866918666288	MRPL1/MRPS27/MRPL33/MRPL20/C12orf65/MRPS12/GFM2/MRPS21/MRPL4/MRRF/MRPL45/MRPL11/MRPL14/MRPS16/MRPL21/MRPL16/MRPL42/MRPL57/MRPS11/MRPL28/MRPS23/EIF5A/MRPS26/MRPS25/ETF1/MRPL36/MRPS36/MRPS17/MRPL13/MRPL15/MRPL27/MRPL47/MRPS2/MRPL24/CHCHD1/MRPL17/MRPL51/MRPS31/MRPL46/MRPS7/MRPL19/PTCD3/MRPL35/MRPL30/MRPS6/N6AMT1/MRPL39/MRPL40/MRPL3/APEH/MRPL18/MRPL32/MRPS28/MRPL50	54
BP	GO:0031050	dsRNA processing	30/6417	48/17913	0.000149902004637148	0.00316884679870706	0.00275866918666288	PPP3CA/TGFB1/NCOR1/ZC3H7B/TERT/SMAD3/SRRT/EGFR/ZMPSTE24/TSN/RIPK1/HNRNPA2B1/AGO1/DDX5/ZC3H7A/TUT4/ADAR/TSNAX/ZC3H10/BCDIN3D/DICER1/METTL3/MAP2K1/DGCR8/DROSHA/SPOUT1/TUT7/AGO4/TARBP2/PRKRA	30
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	30/6417	48/17913	0.000149902004637148	0.00316884679870706	0.00275866918666288	PPP3CA/TGFB1/NCOR1/ZC3H7B/TERT/SMAD3/SRRT/EGFR/ZMPSTE24/TSN/RIPK1/HNRNPA2B1/AGO1/DDX5/ZC3H7A/TUT4/ADAR/TSNAX/ZC3H10/BCDIN3D/DICER1/METTL3/MAP2K1/DGCR8/DROSHA/SPOUT1/TUT7/AGO4/TARBP2/PRKRA	30
BP	GO:0090329	regulation of DNA-dependent DNA replication	30/6417	48/17913	0.000149902004637148	0.00316884679870706	0.00275866918666288	ATG7/FGFR1/TIPIN/TERF2/ZRANB3/SENP2/CHTF18/ZMPSTE24/CHEK2/RFC3/INO80/TICRR/DONSON/RFC2/SMC3/BRCA2/BLM/FBXO5/NBN/CDC7/FBH1/E2F8/CDK2/RFC5/RFC4/GMNN/WRNIP1/TERF1/DSCC1/SMC1A	30
BP	GO:0042278	purine nucleoside metabolic process	39/6417	67/17913	0.000151829355701509	0.00319870998537247	0.00278466686282161	ADK/DLG2/AK4/GPHN/CASK/NME7/NME4/AK3/DLG1/PNP/EFL1/MRI1/MFN1/ENOPH1/RAB23/MAGI3/ACPP/PRTFDC1/APIP/NME1/DGUOK/OPA1/IMPDH1/APRT/NUDT18/GNAI3/RAN/GMPR2/RHOQ/MOCS3/NFS1/IMPDH2/NME6/NME5/MOCS2/ENPP4/NT5E/MTAP/HPRT1	39
BP	GO:0090501	RNA phosphodiester bond hydrolysis	68/6417	132/17913	0.000153747290781061	0.00320345444581775	0.00278879719718901	BOP1/PARN/HELZ2/SMG6/PRORP/CPSF1/ELAC1/TUT1/SAMHD1/CSTF3/ERI2/DIS3L2/XRN1/SND1/ENDOV/TSEN54/PNPT1/TSN/EXO1/PPP1R8/AGO1/PAN2/CPSF6/CPSF2/YBEY/RPP14/NOP14/CNOT6/DCP2/RNASET2/AZGP1/NCBP1/NCBP2/LACTB2/TSNAX/RPP30/DICER1/RNASE4/RPP25/POLR3K/ELAC2/TRIR/EXOSC5/POP4/DGCR8/TSEN2/EXOG/DROSHA/RRP36/POP1/ISG20L2/TOE1/TSEN15/EXOSC10/REXO2/FEN1/POP5/RNASEH2B/APEX1/DIS3L/EXOSC6/RNASEH2A/CPSF3/XRN2/DBR1/NUDT16/RPP40/ENDOG	68
BP	GO:0090670	RNA localization to Cajal body	15/6417	19/17913	0.000154631751206005	0.00320345444581775	0.00278879719718901	PARN/CCT3/RUVBL2/SHQ1/CCT6A/DCP2/RUVBL1/WRAP53/CCT7/CCT8/CCT5/TCP1/DKC1/EXOSC10/CCT2	15
BP	GO:0090671	telomerase RNA localization to Cajal body	15/6417	19/17913	0.000154631751206005	0.00320345444581775	0.00278879719718901	PARN/CCT3/RUVBL2/SHQ1/CCT6A/DCP2/RUVBL1/WRAP53/CCT7/CCT8/CCT5/TCP1/DKC1/EXOSC10/CCT2	15
BP	GO:0090672	telomerase RNA localization	15/6417	19/17913	0.000154631751206005	0.00320345444581775	0.00278879719718901	PARN/CCT3/RUVBL2/SHQ1/CCT6A/DCP2/RUVBL1/WRAP53/CCT7/CCT8/CCT5/TCP1/DKC1/EXOSC10/CCT2	15
BP	GO:0090685	RNA localization to nucleus	15/6417	19/17913	0.000154631751206005	0.00320345444581775	0.00278879719718901	PARN/CCT3/RUVBL2/SHQ1/CCT6A/DCP2/RUVBL1/WRAP53/CCT7/CCT8/CCT5/TCP1/DKC1/EXOSC10/CCT2	15
BP	GO:0001738	morphogenesis of a polarized epithelium	71/6417	139/17913	0.000156362674711688	0.00322855157253534	0.00281064573533161	BRSK2/AP2A2/CELSR1/PSME4/DLG5/TIAM1/MYO9A/ABL1/CELSR2/ASTN2/CLTC/PSMA1/MAGI2/SMURF1/OPHN1/SAPCD2/GPC6/PSMA6/RPGRIP1L/VANGL1/PSMC2/PTK7/ROR1/VANGL2/PSMA5/ARHGEF19/PSMA3/PSMD12/PSME3/SMURF2/SYNE4/DLG3/ZNRF3/TRAF3IP1/DAAM1/PRICKLE2/CPLANE1/DAB2/PSMD4/GRHL3/EXOC5/FZD2/PSMD11/PSMD1/PSMD14/RYK/AHI1/ANKRD6/PSMD5/PSMB2/SFRP1/PSMB7/PSMC3/FZD4/PSMC6/PSMA4/PSMC5/PSMD3/MKS1/IFT20/PSMC4/PSMA7/AP2M1/PSMD2/PSMD6/PSMB8/PSMB1/FZD3/FZD6/CTHRC1/MED12	71
BP	GO:0009119	ribonucleoside metabolic process	49/6417	89/17913	0.000159091771719009	0.00327301756890731	0.00284935602391219	ADK/DLG2/AK4/UCKL1/GPHN/CASK/NME7/NME4/CTPS2/AK3/CMPK1/DLG1/PNP/EFL1/MRI1/MFN1/ENOPH1/RAB23/ENTPD4/DHODH/MAGI3/ACPP/CTPS1/PRTFDC1/APIP/NME1/DGUOK/OPA1/UMPS/IMPDH1/APRT/NUDT18/GNAI3/RAN/GMPR2/CAD/RHOQ/MOCS3/NFS1/APOBEC3C/IMPDH2/NME6/NME5/MOCS2/ENPP4/NT5E/MTAP/HPRT1/UPRT	49
BP	GO:0006221	pyrimidine nucleotide biosynthetic process	27/6417	42/17913	0.000161201392730291	0.00327301756890731	0.00284935602391219	AGPAT3/UCKL1/GPAT4/NME7/NME4/CTPS2/CMPK1/ERH/SHMT1/AGPAT4/DTYMK/CDS1/AGPAT5/DHODH/CTPS1/GPAM/NME1/CDS2/TAMM41/UMPS/LCLAT1/AGPAT1/DUT/CAD/NME6/NME5/UPRT	27
BP	GO:0034080	CENP-A containing nucleosome assembly	27/6417	42/17913	0.000161201392730291	0.00327301756890731	0.00284935602391219	ITGB3BP/CENPN/CENPL/CENPX/CENPP/RBBP4/MIS18BP1/CENPO/CENPM/OIP5/KNL1/CENPT/CENPU/HIST1H4H/RUVBL1/HIST4H4/CENPC/SMARCA5/CENPH/RBBP7/CENPS/MIS18A/HIST1H4J/CENPQ/HIST1H4E/HIST1H4I/CENPI	27
BP	GO:0060999	positive regulation of dendritic spine development	27/6417	42/17913	0.000161201392730291	0.00327301756890731	0.00284935602391219	SHANK3/RELN/ZMYND8/DLG5/ITSN1/NLGN1/CAMK2B/TIAM1/EEF2K/CAPRIN1/NEURL1/DHX36/CAPRIN2/PPP1R9A/MTOR/DNM1L/OPA1/PAK3/CDKL5/LRP8/LLPH/APOE/ACTR2/C21orf91/FMR1/BHLHB9/ARMCX5-GPRASP2	27
BP	GO:0061641	CENP-A containing chromatin organization	27/6417	42/17913	0.000161201392730291	0.00327301756890731	0.00284935602391219	ITGB3BP/CENPN/CENPL/CENPX/CENPP/RBBP4/MIS18BP1/CENPO/CENPM/OIP5/KNL1/CENPT/CENPU/HIST1H4H/RUVBL1/HIST4H4/CENPC/SMARCA5/CENPH/RBBP7/CENPS/MIS18A/HIST1H4J/CENPQ/HIST1H4E/HIST1H4I/CENPI	27
BP	GO:0060071	Wnt signaling pathway, planar cell polarity pathway	57/6417	107/17913	0.000161676008633072	0.00327301756890731	0.00284935602391219	AP2A2/CELSR1/PSME4/TIAM1/ABL1/CELSR2/CLTC/PSMA1/MAGI2/SMURF1/GPC6/PSMA6/VANGL1/PSMC2/PTK7/ROR1/VANGL2/PSMA5/ARHGEF19/PSMA3/PSMD12/PSME3/SMURF2/ZNRF3/DAAM1/PRICKLE2/DAB2/PSMD4/GRHL3/FZD2/PSMD11/PSMD1/PSMD14/RYK/ANKRD6/PSMD5/PSMB2/SFRP1/PSMB7/PSMC3/FZD4/PSMC6/PSMA4/PSMC5/PSMD3/MKS1/PSMC4/PSMA7/AP2M1/PSMD2/PSMD6/PSMB8/PSMB1/FZD3/FZD6/CTHRC1/MED12	57
BP	GO:0006304	DNA modification	60/6417	114/17913	0.000171478167782946	0.00346018445704873	0.00301229590705516	EHMT1/GRHL2/GATAD2A/FTO/GATA3/DNMT1/BRCA1/NIBAN2/WT1/ATF7IP/DNMT3A/ASCC2/MBD3/PARP1/ZMPSTE24/TET1/EHMT2/CTCF/PICK1/ASCC3/EXOSC3/PRMT7/TDRD1/SMUG1/MUTYH/NEIL1/METTL4/TDRD12/MYC/ALKBH5/MPG/OGG1/TDRKH/SPI1/UNG/PRMT5/MBD2/EXOSC5/HEMK1/TET2/BEND3/KDM1B/ALKBH2/RLF/MTA2/ALKBH3/TDG/MPHOSPH8/APEX1/EXOSC6/TRIM28/DNMT3B/MIS18A/N6AMT1/APOBEC3C/PARP3/PIK3CA/OTUD4/EZH2/NEIL2	60
BP	GO:0006487	protein N-linked glycosylation	37/6417	63/17913	0.000172862997750737	0.00347683990621629	0.00302679546393729	ENTPD5/RPN1/MGAT5/ALG12/ALG3/MPDU1/STT3A/ALG8/ALG5/FUT8/ST6GAL1/MGAT1/DPAGT1/ALG1/ASGR1/UBE2G2/TMEM165/NUS1/ALG13/MAN1C1/TUSC3/ALG14/ALG6/ALG9/RPN2/B4GALT7/UBE2J1/DPM2/VCP/ALG2/DHDDS/MGAT2/DERL3/STT3B/OSTC/DOLK/MAGT1	37
BP	GO:1904814	regulation of protein localization to chromosome, telomeric region	12/6417	14/17913	0.000181360885570826	0.00363599323813768	0.00316534788398657	CCT3/CCT6A/WRAP53/CCT7/CCT8/CCT5/TCP1/DKC1/GNL3L/CCT2/H2AFY/TERF1	12
BP	GO:1900542	regulation of purine nucleotide metabolic process	66/6417	128/17913	0.000184241615801117	0.00368187023216703	0.00320528652976051	PRKAG2/NUP153/NCOR1/SLC25A12/NOS3/PARK7/NUP62/ENTPD5/POM121/PFKFB3/INSR/NUP88/NUP210/PARP1/NUP58/POM121C/NUP93/SPHK2/NUP107/NUP43/MLXIPL/AAAS/SLC25A23/PDK4/ABCD1/NDC1/ENO1/NUP37/NUP85/PFKFB4/NUP205/OGT/ATP7A/PFKFB2/PDK3/NUP133/TPR/ATP5IF1/CDK1/PPIF/TIGAR/DNM1L/SEH1L/RANBP2/RAE1/NUP155/BEND3/NUP42/VCP/NUP188/ADORA2B/NUP214/PRKAA2/PINK1/P2RX7/GPD1/IGF1/GSTZ1/NUP35/PDK1/NUP50/NUP54/ATPSCKMT/DNAJC30/PRXL2C/PFKFB1	66
BP	GO:0046486	glycerolipid metabolic process	172/6417	385/17913	0.00018494874898972	0.00368415536849715	0.00320727587654238	TBL1XR1/LMF1/PLCH2/PIP5K1C/AGPAT3/PIK3CB/OSBPL5/PTDSS2/ABHD12/LPCAT1/ACSL1/DGKQ/PIGQ/MGLL/CPNE7/SCARB1/MTMR12/SELENOI/DGKZ/VAC14/CPT1A/TTC7B/INPP4B/ATM/PIK3C2A/DAGLA/PCYT1A/PIGX/OSBPL10/GPAT4/PI4K2B/PI4KA/PITPNM2/PLCB1/ABHD6/PIGG/DGKB/PDGFB/INPP5B/INPP5E/PIK3R3/MBOAT2/HADHB/PANK2/PIK3C2B/CHKA/PGAP2/PCYT2/ABHD3/PLEKHA4/MBOAT7/LIPE/EFR3B/STARD7/MTMR7/SLC44A1/ACSL4/CAPN2/PITPNM3/AGPAT4/ACHE/PIK3R5/ACSL3/RAB4A/INPP5F/FAR1/DGKA/PLA2G4D/PLCG2/ALOX15/MPPE1/PIK3C3/SH3YL1/PLB1/INPP4A/PIGU/PIK3R4/ABHD5/CDS1/MTMR9/AGPAT5/HTR2C/SLC44A2/PIP5K1B/LPIN1/SLC22A4/ZP3/PLEKHA8/BPNT1/PI4KB/GPAM/PLEKHA1/CAT/DDHD1/SMG1/PIGS/PGS1/PHOSPHO1/GALR2/IMPA2/PGAP1/DBI/SMPD4/INPP1/FITM2/CDS2/TAMM41/LIPH/PTPN13/PIK3R1/AGK/FAM126A/AGMO/PTDSS1/DPM2/PIP4K2A/AGAP2/PLA2G4B/LCLAT1/LPL/FAAH/OSBPL8/AJUBA/PGAP3/PIKFYVE/PLSCR1/PDGFRB/AGPAT1/CPNE3/PLEKHA2/PIGV/PIGM/PIGC/GNPAT/ACP6/DGAT2/PTPN11/GPD1/MTMR6/PIGH/PIGB/LPCAT2/PLA2G15/PIGW/PIP4K2B/PIGN/APOE/TMEM86B/INSIG2/PIGF/LPIN3/CRLS1/PIGP/PLA2G3/PIK3CA/SACM1L/PYURF/ETNPPL/FIG4/PLA2G7/ALDH5A1/ABHD16A/NAPEPLD/EFR3A/IMPA1/IMPAD1/PIGO/OCRL/GK/MTM1/MTMR1/PNPLA4	172
BP	GO:0009301	snRNA transcription	41/6417	72/17913	0.000201976199848644	0.00401048588517356	0.00349136595669087	INTS1/SNAPC4/POLR2F/SRRT/RPRD2/INTS7/NABP2/INTS11/RPAP2/INTS14/INTS2/RPRD1A/POLR2B/INTS9/SNAPC3/NCBP1/NCBP2/GTF2A2/ELL3/ICE2/POLR2A/NABP1/POLR2H/ELL2/TAF11/INTS8/INTS5/SNAPC5/RPRD1B/INTS3/TAF13/POLR2G/INTS4/INTS13/GTF2F2/GTF2A1/POLR2D/ZC3H8/GTF2E1/INTS10/CDK9	41
BP	GO:0006486	protein glycosylation	108/6417	228/17913	0.000206737386336942	0.00407896144788602	0.00355097799756686	LMF1/GALNT9/MUC5AC/MUC5B/MUC6/GCNT2/MUC2/GALNTL6/GCNT1/TMTC2/ENTPD5/ST3GAL2/RAMP1/RPN1/GALNT7/MGAT5/FKRP/ALG12/ALG3/MUC4/TET1/B3GAT1/ST8SIA1/MPDU1/FUT10/MUC1/STT3A/ALG8/ALG5/FUT8/B3GNT7/PLOD3/ST6GAL1/LFNG/MAN1B1/GALNT18/GXYLT2/MGAT1/DPAGT1/TRIP11/CHP1/ALG1/ASGR1/SDF2/UBE2G2/IL15/TMEM165/NUS1/GALNT11/EXT1/ST6GALNAC6/ALG13/OGT/MAN1C1/GALNT1/TUSC3/POMGNT1/ALG14/ALG6/ALG9/TMTC4/NAGPA/GALNT14/TRAK2/RPN2/B4GALT5/POFUT1/TET2/MAN2A1/B4GALT7/UBE2J1/ARFGEF1/POMT1/DPM2/VCP/XXYLT1/B4GALT2/GALNT16/GALNT10/POGLUT3/GXYLT1/ST6GALNAC1/MUC3A/POMK/ACER2/ALG2/EXTL1/EXTL2/EDEM3/DHDDS/FUT11/B3GAT3/B4GAT1/GALNT6/RXYLT1/B3GNT4/POGLUT2/MGAT2/B4GALT6/SLC35C2/DERL3/POGLUT1/EOGT/STT3B/OSTC/DOLK/C1GALT1C1/MAGT1	108
BP	GO:0043413	macromolecule glycosylation	108/6417	228/17913	0.000206737386336942	0.00407896144788602	0.00355097799756686	LMF1/GALNT9/MUC5AC/MUC5B/MUC6/GCNT2/MUC2/GALNTL6/GCNT1/TMTC2/ENTPD5/ST3GAL2/RAMP1/RPN1/GALNT7/MGAT5/FKRP/ALG12/ALG3/MUC4/TET1/B3GAT1/ST8SIA1/MPDU1/FUT10/MUC1/STT3A/ALG8/ALG5/FUT8/B3GNT7/PLOD3/ST6GAL1/LFNG/MAN1B1/GALNT18/GXYLT2/MGAT1/DPAGT1/TRIP11/CHP1/ALG1/ASGR1/SDF2/UBE2G2/IL15/TMEM165/NUS1/GALNT11/EXT1/ST6GALNAC6/ALG13/OGT/MAN1C1/GALNT1/TUSC3/POMGNT1/ALG14/ALG6/ALG9/TMTC4/NAGPA/GALNT14/TRAK2/RPN2/B4GALT5/POFUT1/TET2/MAN2A1/B4GALT7/UBE2J1/ARFGEF1/POMT1/DPM2/VCP/XXYLT1/B4GALT2/GALNT16/GALNT10/POGLUT3/GXYLT1/ST6GALNAC1/MUC3A/POMK/ACER2/ALG2/EXTL1/EXTL2/EDEM3/DHDDS/FUT11/B3GAT3/B4GAT1/GALNT6/RXYLT1/B3GNT4/POGLUT2/MGAT2/B4GALT6/SLC35C2/DERL3/POGLUT1/EOGT/STT3B/OSTC/DOLK/C1GALT1C1/MAGT1	108
BP	GO:0009161	ribonucleoside monophosphate metabolic process	150/6417	331/17913	0.000209085527055301	0.00411223591977436	0.00357994539994753	FAM20C/PRKAG2/PFKL/ADK/DLG2/TGFB1/NUP153/NCOR1/SLC25A12/PFKP/OGDH/AK4/UCKL1/PARK7/NUP62/ENTPD5/ALDOA/POM121/NDUFA11/PAICS/PFKFB3/INSR/ADSL/NUP88/OLA1/NDUFS1/CASK/NADK/NUP210/AK2/PARP1/NMNAT1/LDHA/NUP58/GALK1/NDUFV2/ATIC/AFG1L/POM121C/AK3/PGK1/HK1/NUP93/PFAS/SPHK2/HK2/CMPK1/ATP5F1B/NUP107/GPI/GART/ATP5PF/DLG1/NUP43/SLC25A13/CTNS/MLXIPL/PARG/AAAS/ATP5F1A/SLC25A23/FIGNL1/ABCD1/NDC1/ENO1/NUDT5/UQCC3/NUP37/ADPGK/COQ9/NUP85/NDUFA10/PFKFB4/NUDT9/ENPP1/NUP205/OGT/ATP7A/DHODH/PFKFB2/NDUFS2/MAGI3/PKM/AK9/NUP133/TPR/ATP5IF1/ATP5PB/ATP5F1C/CDK1/PPIF/SDHAF2/HSPA8/TIGAR/DNM1L/DMAC2L/NDUFAF1/SEH1L/NDUFB3/RANBP2/RAE1/NDUFV3/UMPS/NUP155/BEND3/IMPDH1/NUP42/FXN/NDUFB6/RFK/VCP/NUP188/APRT/NUP214/ADSS/PRKAA2/PINK1/ATP1B1/PGM1/COX15/P2RX7/GPD1/TPI1/ENO2/IGF1/GMPR2/NDUFB10/TEFM/ENO3/ATP5MC1/CAD/NUP35/ATP5MC3/NUP50/IMPDH2/ATP6V1A/NUP54/ATPSCKMT/NT5E/HSPA1B/DNAJC30/DLD/NDUFA5/ATP6V1B2/PRXL2C/NDUFA8/PFKFB1/HPRT1/UPRT/PRPS2	150
BP	GO:0016579	protein deubiquitination	121/6417	260/17913	0.000224010570562993	0.00436654748168836	0.00380133870616558	PSME4/TRRAP/TRAF3/HGS/TRAF2/GATA3/PARK7/BRCA1/ASXL1/HCFC1/BABAM2/SUPT3H/PSMA1/SMAD3/RNF123/USP20/AR/USP48/PSMA6/INO80E/USP6/USP13/USP43/USP14/USP4/USP49/MYSM1/USP33/BECN1/SMAD7/USP37/USP34/RIPK1/PSMC2/COPS5/KEAP1/BARD1/PSMA5/UCHL5/PSMA3/INO80/PSMD12/PSME3/SMURF2/JOSD2/USP16/USP18/USP19/ACTL6A/USP45/MYC/OGT/USP10/RUVBL1/TAB1/USP15/SENP8/KAT2B/DESI2/USP1/PSMD4/CLSPN/CDK1/UBE2D1/SUDS3/USP5/USP12/UCHL3/NEDD8/CCP110/PSMD11/KAT2A/PSMD1/STAMBP/TANK/PSMD14/CDC25A/UCHL1/KDM1B/OTUD6B/PSMD5/VCP/APC/PSMB2/USP8/PSMB7/STAMBPL1/NFRKB/BIRC2/USP28/PSMC3/TRIM21/MCRS1/OTUB2/PSMC6/PSMA4/PSMC5/PSMD3/UBB/EPOP/INO80C/PSMC4/ACTR5/PSMA7/UFD1/PSMD2/WDR48/PSMD6/TADA3/ABRAXAS1/USP53/OTUD4/USP46/SKP2/PSMB8/MAP3K7/PSMB1/DDX58/USP51/BRCC3/USP27X	121
